run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	study_alias	experiment_alias	run_alias	fastq_ftp	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19064593	SAMN28062008	SRX15135960	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP189	DP189_S187_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064593/SRR19064593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064593/SRR19064593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/093/SRR19064593	DP189		
SRR19064594	SAMN28062007	SRX15135959	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP188	DP188_S186_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064594/SRR19064594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064594/SRR19064594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/094/SRR19064594	DP188		
SRR19064595	SAMN28062010	SRX15135962	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP193	DP193_S191_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064595/SRR19064595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064595/SRR19064595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/095/SRR19064595	DP193		
SRR19064597	SAMN28062005	SRX15135957	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP186	DP186_S184_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064597/SRR19064597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064597/SRR19064597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/097/SRR19064597	DP186		
SRR19064599	SAMN28061662	SRX15135955	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC054	DC054_S225_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064599/SRR19064599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064599/SRR19064599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/099/SRR19064599	DC054		
SRR19064604	SAMN28061959	SRX15135948	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP127	DP127_S126_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064604/SRR19064604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064604/SRR19064604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/004/SRR19064604	DP127		
SRR19064606	SAMN28061958	SRX15135947	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP124	DP124_S123_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064606/SRR19064606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064606/SRR19064606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/006/SRR19064606	DP124		
SRR19064607	SAMN28061957	SRX15135946	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP123	DP123_S122_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064607/SRR19064607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064607/SRR19064607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/007/SRR19064607	DP123		
SRR19064611	SAMN28061953	SRX15135941	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP119	DP119_S118_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064611/SRR19064611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064611/SRR19064611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/011/SRR19064611	DP119		
SRR19064616	SAMN28061949	SRX15135937	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP114	DP114_S113_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064616/SRR19064616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064616/SRR19064616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/016/SRR19064616	DP114		
SRR19064624	SAMN28061627	SRX15135929	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC005	DC005_S33_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064624/SRR19064624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064624/SRR19064624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/024/SRR19064624	DC005		
SRR19064626	SAMN28061922	SRX15135927	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP078	DP078_S77_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064626/SRR19064626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064626/SRR19064626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/026/SRR19064626	DP078		
SRR19064627	SAMN28061921	SRX15135926	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP077	DP077_S76_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064627/SRR19064627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064627/SRR19064627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/027/SRR19064627	DP077		
SRR19064628	SAMN28061919	SRX15135924	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP074	DP074_S73_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064628/SRR19064628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064628/SRR19064628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/028/SRR19064628	DP074		
SRR19064631	SAMN28061920	SRX15135925	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP075	DP075_S74_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064631/SRR19064631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064631/SRR19064631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/031/SRR19064631	DP075		
SRR19064633	SAMN28061915	SRX15135920	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP070	DP070_S69_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064633/SRR19064633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064633/SRR19064633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/033/SRR19064633	DP070		
SRR19064634	SAMN28061914	SRX15135919	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP069	DP069_S68_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064634/SRR19064634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064634/SRR19064634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/034/SRR19064634	DP069		
SRR19064636	SAMN28061912	SRX15135916	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP067	DP067_S66_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064636/SRR19064636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064636/SRR19064636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/036/SRR19064636	DP067		
SRR19064638	SAMN28061910	SRX15135914	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP065	DP065_S64_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064638/SRR19064638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064638/SRR19064638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/038/SRR19064638	DP065		
SRR19064643	SAMN28061832	SRX15135910	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC279	DC279_UAB832_S28_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064643/SRR19064643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064643/SRR19064643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/043/SRR19064643	DC279		
SRR19064645	SAMN28061830	SRX15135908	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC276	DC276_UAB832_S26_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064645/SRR19064645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064645/SRR19064645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/045/SRR19064645	DC276		
SRR19064647	SAMN28061828	SRX15135906	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC273	DC273_UAB832_S93_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064647/SRR19064647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064647/SRR19064647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/047/SRR19064647	DC273		
SRR19064650	SAMN28061825	SRX15135903	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC269	DC269_UAB832_S90_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064650/SRR19064650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064650/SRR19064650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/050/SRR19064650	DC269		
SRR19064651	SAMN28061824	SRX15135902	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC268	DC268_UAB832_S89_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064651/SRR19064651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064651/SRR19064651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/051/SRR19064651	DC268		
SRR19064655	SAMN28061822	SRX15135898	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC266	DC266_UAB832_S87_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064655/SRR19064655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064655/SRR19064655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/055/SRR19064655	DC266		
SRR19064656	SAMN28061821	SRX15135897	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC265	DC265_UAB832_S86_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064656/SRR19064656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064656/SRR19064656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/056/SRR19064656	DC265		
SRR19064659	SAMN28061818	SRX15135894	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC259	DC259_UAB832_S57_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064659/SRR19064659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064659/SRR19064659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/059/SRR19064659	DC259		
SRR19064661	SAMN28061816	SRX15135892	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC255	DC255_UAB832_S55_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064661/SRR19064661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064661/SRR19064661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/061/SRR19064661	DC255		
SRR19064663	SAMN28061814	SRX15135890	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC253	DC253_UAB832_S53_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064663/SRR19064663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064663/SRR19064663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/063/SRR19064663	DC253		
SRR19064665	SAMN28061813	SRX15135888	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC252	DC252_UAB832_S52_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064665/SRR19064665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064665/SRR19064665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/065/SRR19064665	DC252		
SRR19064669	SAMN28061809	SRX15135884	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC246	DC246_UAB832_S23_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064669/SRR19064669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064669/SRR19064669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/069/SRR19064669	DC246		
SRR19064670	SAMN28061808	SRX15135883	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC245	DC245_UAB832_S22_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064670/SRR19064670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064670/SRR19064670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/070/SRR19064670	DC245		
SRR19064672	SAMN28061806	SRX15135881	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC243	DC243_UAB832_S20_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064672/SRR19064672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064672/SRR19064672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/072/SRR19064672	DC243		
SRR19064674	SAMN28061804	SRX15135879	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC239	DC239_UAB832_S18_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064674/SRR19064674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064674/SRR19064674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/074/SRR19064674	DC239		
SRR19064680	SAMN28061799	SRX15135873	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC230	DC230_UAB832_S82_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/080/SRR19064680/SRR19064680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/080/SRR19064680/SRR19064680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/080/SRR19064680	DC230		
SRR19064695	SAMN28061748	SRX15135857	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC164	DC164_S369_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064695/SRR19064695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064695/SRR19064695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/095/SRR19064695	DC164		
SRR19064696	SAMN28061747	SRX15135856	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC163	DC163_S368_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/096/SRR19064696/SRR19064696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/096/SRR19064696/SRR19064696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/096/SRR19064696	DC163		
SRR19064697	SAMN28061750	SRX15135859	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC167	DC167_S379_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064697/SRR19064697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064697/SRR19064697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/097/SRR19064697	DC167		
SRR19064700	SAMN28061744	SRX15135853	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC160	DC160_S365_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19064700/SRR19064700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19064700/SRR19064700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/000/SRR19064700	DC160		
SRR19064702	SAMN28061703	SRX15135850	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC106	DC106_S313_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064702/SRR19064702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064702/SRR19064702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/002/SRR19064702	DC106		
SRR19064703	SAMN28061702	SRX15135849	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC105	DC105_S312_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064703/SRR19064703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064703/SRR19064703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/003/SRR19064703	DC105		
SRR19064705	SAMN28061632	SRX15135851	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC011	DC011_S59_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19064705/SRR19064705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19064705/SRR19064705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/005/SRR19064705	DC011		
SRR19064710	SAMN28062347	SRX15135842	PRJNA834801	408170	human gut metagenome	PRJNA834801	SP1113	SP1113_UAB832_S90_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19064710/SRR19064710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19064710/SRR19064710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/010/SRR19064710	SP1113		
SRR19064719	SAMN28062340	SRX15135834	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP639	DP639_UAB832_S55_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064719/SRR19064719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064719/SRR19064719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/019/SRR19064719	DP639		
SRR19064720	SAMN28062339	SRX15135833	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP638	DP638_UAB832_S54_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064720/SRR19064720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064720/SRR19064720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/020/SRR19064720	DP638		
SRR19064721	SAMN28062338	SRX15135832	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP637	DP637_UAB832_S53_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064721/SRR19064721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064721/SRR19064721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/021/SRR19064721	DP637		
SRR19064723	SAMN28062300	SRX15135829	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP585	DP585_UAB832_S5_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19064723/SRR19064723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19064723/SRR19064723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/023/SRR19064723	DP585		
SRR19064724	SAMN28062299	SRX15135828	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP582	DP582_UAB832_S4_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064724/SRR19064724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064724/SRR19064724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/024/SRR19064724	DP582		
SRR19064726	SAMN28062296	SRX15135825	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP579	DP579_UAB832_S1_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064726/SRR19064726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064726/SRR19064726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/026/SRR19064726	DP579		
SRR19064727	SAMN28062295	SRX15135824	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP578	DP578_UAB832_S84_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064727/SRR19064727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064727/SRR19064727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/027/SRR19064727	DP578		
SRR19064732	SAMN28062292	SRX15135820	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP574	DP574_UAB832_S81_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064732/SRR19064732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064732/SRR19064732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/032/SRR19064732	DP574		
SRR19064734	SAMN28062290	SRX15135818	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP571	DP571_UAB832_S79_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064734/SRR19064734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064734/SRR19064734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/034/SRR19064734	DP571		
SRR19064739	SAMN28062285	SRX15135813	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP566	DP566_UAB832_S74_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064739/SRR19064739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064739/SRR19064739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/039/SRR19064739	DP566		
SRR19064741	SAMN28061690	SRX15135811	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC092	DC092_S299_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064741/SRR19064741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064741/SRR19064741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/041/SRR19064741	DC092		
SRR19064742	SAMN28062283	SRX15135810	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP563	DP563_UAB832_S72_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064742/SRR19064742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064742/SRR19064742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/042/SRR19064742	DP563		
SRR19064743	SAMN28062226	SRX15135809	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP486	DP486_UAB832_S89_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064743/SRR19064743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064743/SRR19064743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/043/SRR19064743	DP486		
SRR19064744	SAMN28062225	SRX15135808	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP485	DP485_UAB832_S88_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064744/SRR19064744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064744/SRR19064744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/044/SRR19064744	DP485		
SRR19064749	SAMN28062222	SRX15135803	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP478	DP478_UAB832_S85_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064749/SRR19064749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064749/SRR19064749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/049/SRR19064749	DP478		
SRR19064751	SAMN28062220	SRX15135801	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP476	DP476_UAB832_S72_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064751/SRR19064751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064751/SRR19064751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/051/SRR19064751	DP476		
SRR19064754	SAMN28062130	SRX15136240	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP354	DP354_UAB832_S46_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064754/SRR19064754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064754/SRR19064754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/054/SRR19064754	DP354		
